term,ngram,total_frequency,article_count
nurseries schools,2,2,2
nurseries schools colleges,3,2,2
nurses doctors,2,2,2
nurses doctors teachers,3,2,2
obliged,1,2,2
observed,1,2,2
obtain,1,2,2
obtaining,1,2,2
occasion,1,2,2
occupational therapists,2,2,2
offensive,1,2,2
offer children children,3,2,2
offered council,2,2,2
offered council cases,3,2,2
offered government,2,2,2
offered government plans,3,2,2
offering list,2,2,2
offering list schools,3,2,2
office changes,2,2,2
office changes already,3,2,2
office national,2,2,2
office national statistics,3,2,2
office warned system,3,2,2
official government,2,2,2
ofsted reports,2,2,2
often difficult,2,2,2
often struggle,2,2,2
okehampton,1,2,2
okehampton tiverton,2,2,2
okehampton tiverton approach,3,2,2
oliver,1,2,2
olympic,1,2,2
once changes,2,2,2
once parents,2,2,2
once parents happy,3,2,2
once plan,2,2,2
once plan place,3,2,2
one-on-one,1,2,2
ones home-to-school,2,2,2
ones home-to-school transport,3,2,2
ongoing police investigation,3,2,2
ongoing support,2,2,2
online world,2,2,2
only achieve,2,2,2
only achieve significant,3,2,2
only allowed,2,2,2
only available,2,2,2
only children receiving,3,2,2
only children specialist,3,2,2
only grow,2,2,2
only grow possible,3,2,2
only hours,2,2,2
only offered,2,2,2
only once,2,2,2
only once plan,3,2,2
only person,2,2,2
only secure,2,2,2
only source,2,2,2
open consultation,2,2,2
open consultation until,3,2,2
open group,2,2,2
open group demonstrations,3,2,2
open schools,2,2,2
opened government,2,2,2
opening schools newton,3,2,2
operates,1,2,2
opportunities young,2,2,2
opportunity every,2,2,2
opportunity every child,3,2,2
opportunity level,2,2,2
opposed ehcp,2,2,2
opposed ehcp framework,3,2,2
oppositional,1,2,2
oppositional defiant,2,2,2
oppositional defiant disorder,3,2,2
optional extras system,3,2,2
options addressing,2,2,2
options addressing pressure,3,2,2
order deliver,2,2,2
order improve,2,2,2
ordinarily,1,2,2
ordinarily available,2,2,2
ordinary,1,2,2
organisations including ipsea,3,2,2
other conditions,2,2,2
other details,2,2,2
other details government,3,2,2
other forms,2,2,2
other issues,2,2,2
other issues sector,3,2,2
other mainstream,2,2,2
other members,2,2,2
other pupils,2,2,2
other schools,2,2,2
other students,2,2,2
others argue,2,2,2
ours must,2,2,2
outcomes children unreasonable,3,2,2
outcomes deserve creating,3,2,2
outcomes expected,2,2,2
outcomes expected funding,3,2,2
outcomes white,2,2,2
outcomes white working,3,2,2
outlets,1,2,2
outlier,1,2,2
outline government,2,2,2
outline government plans,3,2,2
outlined schools,2,2,2
outlined schools white,3,2,2
outlined white,2,2,2
outlined white paper,3,2,2
outlining extra,2,2,2
outlining extra support,3,2,2
outside sign,2,2,2
over-reliance,1,2,2
overcome,1,2,2
overdue,1,2,2
overhaul bridget,2,2,2
overhaul bridget phillipson,3,2,2
overhaul children,2,2,2
overhaul england,2,2,2
overhaul england special,3,2,2
overhaul government,2,2,2
overhaul government plans,3,2,2
overhaul special education,3,2,2
overhaul system cabinet,3,2,2
overhauled amount,2,2,2
overhauled amount funding,3,2,2
overly,1,2,2
override local,2,2,2
override local authority,3,2,2
oversee,1,2,2
oversight ensure,2,2,2
oversight ensure every,3,2,2
overspending worsening,2,2,2
overspending worsening services,3,2,2
owed,1,2,2
package created,2,2,2
package created education,3,2,2
package qualify,2,2,2
package qualify rather,3,2,2
package reforms,2,2,2
package reforms phased,3,2,2
package support,2,2,2
packages clear,2,2,2
packages clear explanation,3,2,2
packages give,2,2,2
packages give children,3,2,2
packages ipsea,2,2,2
packages ipsea concerned,3,2,2
packages part,2,2,2
packages part specialist,3,2,2
paediatrician,1,2,2
paedophile,1,2,2
paid actually,2,2,2
paid actually receive,3,2,2
paid back,2,2,2
paid work,2,2,2
paint,1,2,2
pair,1,2,2
panacea,1,2,2
panel experts,2,2,2
panel experts decide,3,2,2
paper build inclusive,3,2,2
paper children,2,2,2
paper come,2,2,2
paper come government,3,2,2
paper coming,2,2,2
paper enough,2,2,2
paper enough matt,3,2,2
paper expected published,3,2,2
paper government handle,3,2,2
paper highly,2,2,2
paper highly anticipated,3,2,2
paper includes,2,2,2
paper includes five,3,2,2
paper laptops,2,2,2
paper laptops children,3,2,2
paper later,2,2,2
paper looking,2,2,2
paper next past,3,2,2
paper overhaul,2,2,2
paper particular,2,2,2
paper particular focus,3,2,2
paper plans,2,2,2
paper plans address,3,2,2
paper reforms,2,2,2
paper reported suggest,3,2,2
paper save,2,2,2
paper save children,3,2,2
paper send reform,3,2,2
parent carers,2,2,2
parent teacher,2,2,2
parent teacher experienced,3,2,2
parent unhappy,2,2,2
parent unhappy child,3,2,2
parental support,2,2,2
parents across,2,2,2
parents across abroad,3,2,2
parents backed,2,2,2
parents backed inclusion,3,2,2
parents believe child,3,2,2
parents campaign,2,2,2
parents campaign groups,3,2,2
parents challenged,2,2,2
parents challenged level,3,2,2
parents child needs,3,2,2
parents children send,3,2,2
parents children special,3,2,2
parents current,2,2,2
parents current system,3,2,2
parents drawing,2,2,2
parents drawing reviewed,3,2,2
parents enough,2,2,2
parents fear reforms,3,2,2
parents fears,2,2,2
parents fears surrounding,3,2,2
parents feel fight,3,2,2
parents fight hard,3,2,2
parents fighting,2,2,2
parents forced,2,2,2
parents getting,2,2,2
parents government spends,3,2,2
parents happy,2,2,2
parents happy child,3,2,2
parents heart,2,2,2
parents local authorities,3,2,2
parents make,2,2,2
parents needed,2,2,2
parents needed clarity,3,2,2
parents professionals,2,2,2
parents school,2,2,2
parents such,2,2,2
parents such long,3,2,2
parents system,2,2,2
parents system children,3,2,2
parents targeted,2,2,2
parents trust,2,2,2
parents welcome,2,2,2
parents worried support,3,2,2
parents young,2,2,2
parish,1,2,2
parliament education,2,2,2
parliament government,2,2,2
parliament government decided,3,2,2
parliamentary debate,2,2,2
parliamentary group,2,2,2
parliamentary session,2,2,2
part decisions,2,2,2
part decisions children,3,2,2
part efforts,2,2,2
part efforts overhaul,3,2,2
part funding,2,2,2
part funding includes,3,2,2
part local,2,2,2
part major,2,2,2
part major send,3,2,2
part reforms,2,2,2
part schools,2,2,2
part schools white,3,2,2
part send overhaul,3,2,2
part specialist,2,2,2
part specialist support,3,2,2
part system need,3,2,2
part-time,1,2,2
partial,1,2,2
participants,1,2,2
participate,1,2,2
participation society,2,2,2
particular focus developing,3,2,2
particular school,2,2,2
particularly send,2,2,2
partners families,2,2,2
party deputy,2,2,2
party deputy leader,3,2,2
party wants,2,2,2
passers-by,1,2,2
past number,2,2,2
past number children,3,2,2
past three,2,2,2
past turn,2,2,2
past turn around,3,2,2
patchy levels,2,2,2
patchy levels quality,3,2,2
patients need,2,2,2
payment,1,2,2
peace,1,2,2
peak,1,2,2
peaked,1,2,2
peer support,2,2,2
peer support network,3,2,2
pending further investigation,3,2,2
pens,1,2,2
perceptions,1,2,2
performing arts,2,2,2
period co-creation,2,2,2
period provide,2,2,2
period provide access,3,2,2
period support,2,2,2
period support should,3,2,2
persisted,1,2,2
person given,2,2,2
person receives,2,2,2
person receives depend,3,2,2
persuaded,1,2,2
peterborough monday phillipson,3,2,2
pharmacist,1,2,2
phase education point,3,2,2
phased decade,2,2,2
phases,1,2,2
phasing,1,2,2
phillipson announce,2,2,2
phillipson children,2,2,2
phillipson government fiercely,3,2,2
phillipson long,2,2,2
phillipson meant,2,2,2
phillipson meant having,3,2,2
phillipson monday,2,2,2
phillipson receive,2,2,2
phillipson receive quickly,3,2,2
phillipson reforms,2,2,2
phillipson reforms watershed,3,2,2
phillipson system,2,2,2
phillipson system take,3,2,2
phillipson told government,3,2,2
phone call,2,2,2
phone calls,2,2,2
phones,1,2,2
photos,1,2,2
phrases become,2,2,2
phrases become crucial,3,2,2
physical disability,2,2,2
piece paper,2,2,2
pillar,1,2,2
pioneer,1,2,2
place because,2,2,2
place children,2,2,2
place coming,2,2,2
place coming weeks,3,2,2
place councils,2,2,2
place disputes,2,2,2
place disputes local,3,2,2
place expensive,2,2,2
place expensive government,3,2,2
place mainstream,2,2,2
place meets individual,3,2,2
place setting,2,2,2
place setting support,3,2,2
placed ipsea,2,2,2
placed ipsea argued,3,2,2
placement choices,2,2,2
placement choices offering,3,2,2
placements increasingly,2,2,2
placements increasingly challenging,3,2,2
placements plan,2,2,2
placements plan focuses,3,2,2
places alleviate,2,2,2
places alleviate debt,3,2,2
places changes,2,2,2
places dedicated,2,2,2
places dedicated send,3,2,2
places education,2,2,2
places education devolved,3,2,2
places inclusion,2,2,2
places meet,2,2,2
places meet needs,3,2,2
places schools,2,2,2
places since,2,2,2
places since opening,3,2,2
places within,2,2,2
places worship,2,2,2
plan address,2,2,2
plan build send,3,2,2
plan dame,2,2,2
plan dame rachel,3,2,2
plan drawn,2,2,2
plan drawn schools,3,2,2
plan focuses,2,2,2
plan focuses early,3,2,2
plan lacked,2,2,2
plan lacked clarity,3,2,2
plan loans introduced,3,2,2
plan provision,2,2,2
plan reform,2,2,2
plan total,2,2,2
plan total young,3,2,2
plan without enforceable,3,2,2
planned changes,2,2,2
planned changes special,3,2,2
planned reforms backed,3,2,2
planned reforms schools,3,2,2
planned school,2,2,2
planned school reforms,3,2,2
planned send,2,2,2
planned send reforms,3,2,2
plans address,2,2,2
plans address other,3,2,2
plans ahead,2,2,2
plans ahead starting,3,2,2
plans announced,2,2,2
plans boost,2,2,2
plans boost funding,3,2,2
plans children send,3,2,2
plans children young,3,2,2
plans come into,3,2,2
plans currently,2,2,2
plans currently open,3,2,2
plans develop,2,2,2
plans developed,2,2,2
plans documents,2,2,2
plans documents child,3,2,2
plans ehcps grown,3,2,2
plans ehcps talking,3,2,2
plans ensure,2,2,2
plans ensure children,3,2,2
plans every,2,2,2
plans every child,3,2,2
plans expected,2,2,2
plans follow,2,2,2
plans good,2,2,2
plans good start,3,2,2
plans improve,2,2,2
plans included,2,2,2
plans included proposals,3,2,2
plans isps aren,3,2,2
plans isps targeted,3,2,2
plans legislation announced,3,2,2
plans legislation department,3,2,2
plans make parliament,3,2,2
plans making,2,2,2
plans national,2,2,2
plans national demonstrations,3,2,2
plans need,2,2,2
plans need sufficient,3,2,2
plans only,2,2,2
plans only children,3,2,2
plans overhaul special,3,2,2
plans really,2,2,2
plans reform send,3,2,2
plans schools,2,2,2
plans send published,3,2,2
plans series,2,2,2
plans series school,3,2,2
plans shortly building,3,2,2
plans suggest,2,2,2
plans suggest children,3,2,2
plans unveiled,2,2,2
plans well,2,2,2
play part decisions,3,2,2
play system,2,2,2
play system assurance,3,2,2
pledge,1,2,2
plug black,2,2,2
plug black hole,3,2,2
plus depending,2,2,2
plus specialist layers,3,2,2
plus support give,3,2,2
pointed,1,2,2
pointing,1,2,2
police already,2,2,2
police england,2,2,2
police england wales,3,2,2
police forces,2,2,2
police officer,2,2,2
police told,2,2,2
policy families,2,2,2
policy families above,3,2,2
policy paper,2,2,2
policy paper highly,3,2,2
policymakers,1,2,2
politically,1,2,2
politician,1,2,2
politicians told,2,2,2
poll,1,2,2
poor value,2,2,2
poor value placements,3,2,2
position acted,2,2,2
position acted criminally,3,2,2
positive some,2,2,2
possession,1,2,2
possible future,2,2,2
possible meet,2,2,2
possible meet children,3,2,2
possible start,2,2,2
post education,2,2,2
post-pandemic,1,2,2
post-pandemic reached,2,2,2
post-pandemic reached highest,3,2,2
postcode lottery once,3,2,2
postcode lottery send,3,2,2
posts appeared,2,2,2
potential legal,2,2,2
pounds setting,2,2,2
pounds setting ridiculous,3,2,2
power control,2,2,2
power control placement,3,2,2
power name school,3,2,2
power name specific,3,2,2
powerful,1,2,2
practice across country,3,2,2
practices reviewing,2,2,2
practices reviewing county,3,2,2
predecessors,1,2,2
predecessors hard,2,2,2
predecessors hard think,3,2,2
predictable needs,2,2,2
predicted needs,2,2,2
predicted needs supported,3,2,2
pregnant,1,2,2
prejudice,1,2,2
presence,1,2,2
present send,2,2,2
present send system,3,2,2
pressed whether,2,2,2
pressed whether child,3,2,2
pressure increase,2,2,2
pressure increase education,3,2,2
pressure recent,2,2,2
pressure recent analysis,3,2,2
pressure reduce,2,2,2
pressure schools,2,2,2
pressures existing,2,2,2
pressures existing system,3,2,2
pressures hinder,2,2,2
pressures hinder progress,3,2,2
pressures increased,2,2,2
pressures increased demand,3,2,2
pressures rising,2,2,2
pressures rising costs,3,2,2
previous send,2,2,2
previously announced,2,2,2
previously dropped,2,2,2
previously dropped some,3,2,2
price bands independent,3,2,2
price index measure,3,2,2
prices index,2,2,2
pride,1,2,2
primary normally,2,2,2
primary normally really,3,2,2
primary school banbury,3,2,2
primary school going,3,2,2
primary school understands,3,2,2
primary secondary post,3,2,2
prime minister authority,3,2,2
principle funding,2,2,2
principle funding help,3,2,2
principles reform,2,2,2
principles three,2,2,2
principles three tiers,3,2,2
prioritises,1,2,2
prioritises strengthening,2,2,2
prioritises strengthening mainstream,3,2,2
privacy,1,2,2
private specialist,2,2,2
private specialist schools,3,2,2
proactive,1,2,2
problem chronic,2,2,2
problem chronic severe,3,2,2
problematic system,2,2,2
problematic system parents,3,2,2
problems current,2,2,2
problems current send,3,2,2
proceed,1,2,2
proceedings begin,2,2,2
process adding,2,2,2
process adding funding,3,2,2
process take,2,2,2
processing,1,2,2
prof helen,2,2,2
prof helen dodd,3,2,2
professionals including,2,2,2
profit children standards,3,2,2
profound,1,2,2
programme ehcps,2,2,2
programme ehcps important,3,2,2
programme minister,2,2,2
programme minister school,3,2,2
programme shadow,2,2,2
programme shadow education,3,2,2
programmes,1,2,2
progress strategy,2,2,2
progress strategy supports,3,2,2
progression,1,2,2
progressively,1,2,2
prominent,1,2,2
promises,1,2,2
promoting local,2,2,2
promoting local provision,3,2,2
promotion,1,2,2
prompt,1,2,2
prompted,1,2,2
prop,1,2,2
proper oversight,2,2,2
proper oversight ensure,3,2,2
properly assessed,2,2,2
proportion children receiving,3,2,2
proportion pupils ehcps,3,2,2
proportionate,1,2,2
proposals appear remove,3,2,2
proposals closely,2,2,2
proposals closely saying,3,2,2
proposals face,2,2,2
proposals individual,2,2,2
proposals individual support,3,2,2
proposals leaked,2,2,2
proposals leaked schools,3,2,2
proposals overhaul,2,2,2
proposals overhaul send,3,2,2
proposals paper,2,2,2
proposals paper come,3,2,2
proposals parent,2,2,2
proposals parent unhappy,3,2,2
proposals phillipson going,3,2,2
proposals transform,2,2,2
proposed plans,2,2,2
proposed plans reassess,3,2,2
proposed reassessment,2,2,2
proposed reassessment ehcps,3,2,2
proposed send,2,2,2
protected noting,2,2,2
protected noting getting,3,2,2
protection government,2,2,2
protection government proposals,3,2,2
protective,1,2,2
protests,1,2,2
proves,1,2,2
provide comprehensive,2,2,2
provide every child,3,2,2
provide guidance,2,2,2
provide local,2,2,2
provide send,2,2,2
provide send support,3,2,2
provide training,2,2,2
provide vital,2,2,2
provided directly,2,2,2
provided directly early,3,2,2
provided need,2,2,2
provided outcomes,2,2,2
provided outcomes expected,3,2,2
provided schools,2,2,2
provider special,2,2,2
provider special education,3,2,2
providers ensure,2,2,2
providers profit,2,2,2
providers profit children,3,2,2
providing children,2,2,2
providing children send,3,2,2
provision adding,2,2,2
provision adding nearly,3,2,2
provision aligning,2,2,2
provision building,2,2,2
provision building inclusive,3,2,2
provision children special,3,2,2
provision coloured,2,2,2
provision coloured paper,3,2,2
provision council,2,2,2
provision ehcps,2,2,2
provision england outlined,3,2,2
provision laid,2,2,2
provision laid plan,3,2,2
provision local,2,2,2
provision local authorities,3,2,2
provision mainstream state,3,2,2
provision package created,3,2,2
provision packages ipsea,3,2,2
provision packages part,3,2,2
provision places,2,2,2
provision plans,2,2,2
provision protection,2,2,2
provision protection government,3,2,2
provision require,2,2,2
provision significant,2,2,2
provision significant strain,3,2,2
provision within mainstream,3,2,2
provisions,1,2,2
psychologists well,2,2,2
psychologists well dedicated,3,2,2
public awareness,2,2,2
public bodies,2,2,2
public health,2,2,2
public safety,2,2,2
public sector,2,2,2
public sector workers,3,2,2
public spending,2,2,2
publication government,2,2,2
publicly,1,2,2
publicly commented,2,2,2
publicly commented recent,3,2,2
published autumn delayed,3,2,2
published february changes,3,2,2
published full,2,2,2
published full later,3,2,2
published included,2,2,2
published included plans,3,2,2
published monday policy,3,2,2
published plans,2,2,2
published plans reform,3,2,2
published week,2,2,2
punishing,1,2,2
pupil councils,2,2,2
pupil needs,2,2,2
pupil needs support,3,2,2
pupil support,2,2,2
pupils access,2,2,2
pupils active,2,2,2
pupils assessed move,3,2,2
pupils complex,2,2,2
